(word -> error) | yaSucced: *word* | spellerFail: *spellerSuggest*
(the gangster -> thr gqmgster) | yaSucced: the gangster | spellerFail: thr gangster
(the gangster -> thr gangsrrr) | yaSucced: the gangster | spellerFail: thr gangster
(a-mne -> a-mne) | yaSucced: a-mne | spellerFail: acne
(a-mne -> a-mne) | yaSucced: a-mne | spellerFail: acne
(a-mne -> a-mne) | yaSucced: a-mne | spellerFail: acne
(sweet mama -> awwet mana) | yaSucced: sweet mama | spellerFail: qwwet mana
(sweet mama -> swrey msma) | yaSucced: sweet mama | spellerFail: sorey mama
(sweet mama -> awwet msma) | yaSucced: sweet mama | spellerFail: qwwet mama
(iv-shop -> iv-shop) | yaSucced: iv-shop | spellerFail: ivashop
(iv-shop -> iv-shop) | yaSucced: iv-shop | spellerFail: ivashop
(iv-shop -> iv-shop) | yaSucced: iv-shop | spellerFail: ivashop
(bon bon -> non bom) | yaSucced: bon bon | spellerFail: non bom
(noisy may -> moisu mqy) | yaSucced: noisy may | spellerFail: moist my
(business line -> nusoness lime) | yaSucced: business line | spellerFail: business lime
(business line -> buduness lune) | yaSucced: business line | spellerFail: business lune
(sonia rykiel -> donua rykiwk) | yaSucced: sonia rykiel | spellerFail: donna rykiel
(sonia rykiel -> domia rykuek) | yaSucced: sonia rykiel | spellerFail: domia rykiel
(overlay -> iverlqy) | yaSucced: overlay | spellerFail: everly
(elena miro -> rleba miri) | yaSucced: elena miro | spellerFail: gleba miri
(elena miro -> ekens mieo) | yaSucced: elena miro | spellerFail: eken mio
(azimuth -> azimytj) | yaSucced: azimuth | spellerFail: azimut
(azimuth -> azimitg) | yaSucced: azimuth | spellerFail: azimut
(argo classic -> argi clasaix) | yaSucced: argo classic | spellerFail: argo classix
(argo classic -> atgo cladsix) | yaSucced: argo classic | spellerFail: argo classix
(argo classic -> srgo vlassix) | yaSucced: argo classic | spellerFail: argo classix
(manuel ritz -> nanurl rotz) | yaSucced: manuel ritz | spellerFail: naturl gotz
(manuel ritz -> mqniel ritx) | yaSucced: manuel ritz | spellerFail: miniel rtx
(sofi strokatto -> dofi atrokarto) | yaSucced: sofi strokatto | spellerFail: dofi strokatto
(fashion butik -> fasjiin bitij) | yaSucced: fashion butik | spellerFail: fashion bitim
(fashion butik -> fsshiob buyil) | yaSucced: fashion butik | spellerFail: fashion buyit
(fashion butik -> fqshiin nytik) | yaSucced: fashion butik | spellerFail: fashion bytik
(fly -> fky) | yaSucced: fly | spellerFail: sky
(fly -> fky) | yaSucced: fly | spellerFail: sky
(fly -> fky) | yaSucced: fly | spellerFail: sky
(sublevel -> dyblevel) | yaSucced: sublevel | spellerFail: eyelevel
(west coast -> wrst xoasy) | yaSucced: west coast | spellerFail: west oasy
(moon rose -> noon rpse) | yaSucced: moon rose | spellerFail: noon rose
(i am fashion -> i am faahiom) | yaSucced: i am fashion | spellerFail: i am fashiom
(i am fashion -> i am fashoom) | yaSucced: i am fashion | spellerFail: i am fashoon
(g-pride -> g-pride) | yaSucced: g-pride | spellerFail: pride
(original denim -> orihunal dwnum) | yaSucced: original denim | spellerFail: original donum
(motion kids -> mptoon kods) | yaSucced: motion kids | spellerFail: moon kods
(motion kids -> motuom kifs) | yaSucced: motion kids | spellerFail: modum kids
(boxeur des rues -> bixeyr drs rurs) | yaSucced: boxeur des rues | spellerFail: boxer drs rus
(boxeur des rues -> bpxwur drs rued) | yaSucced: boxeur des rues | spellerFail: boxeur drs red
(boxeur des rues -> bixeut dea ruea) | yaSucced: boxeur des rues | spellerFail: bizet dea rue
(luhta -> lyjta) | yaSucced: luhta | spellerFail: lyra
(e-line moda -> e-line modq) | yaSucced: e-line moda | spellerFail: exline mod
(e-line moda -> e-line mods) | yaSucced: e-line moda | spellerFail: exline mods
(trussardi junior -> trusaardu jinipr) | yaSucced: trussardi junior | spellerFail: trussardi jinior
(instance -> instsncw) | yaSucced: instance | spellerFail: instinct
(yakuza premium -> yakiaa permium) | yaSucced: yakuza premium | spellerFail: yakima premium
(dirk bikkembergs -> diek bilkembwrgs) | yaSucced: dirk bikkembergs | spellerFail: diek bikkembergs
(fazo-r -> fazo-r) | yaSucced: fazo-r | spellerFail: razor
(nsd-style -> nsd-style) | yaSucced: nsd-style | spellerFail: sdstyle
(morgan -> norgab) | yaSucced: morgan | spellerFail: normal
(mia-mia -> mia-mia) | yaSucced: mia-mia | spellerFail: miami
(mia-mia -> mia-mia) | yaSucced: mia-mia | spellerFail: miami
(re mark collection -> re marl collectuob) | yaSucced: re mark collection | spellerFail: re mari collection
(iv-capriz -> iv-capriz) | yaSucced: iv-capriz | spellerFail: ivcapriz
(iv-capriz -> iv-capriz) | yaSucced: iv-capriz | spellerFail: ivcapriz
(be very -> be veru) | yaSucced: be very | spellerFail: be vera
(michael kors -> nicjael lors) | yaSucced: michael kors | spellerFail: michael lors
(michael kors -> mivhawl kora) | yaSucced: michael kors | spellerFail: michael kora
(kids fashion -> kida gashiin) | yaSucced: kids fashion | spellerFail: dida fashion
(kids fashion -> kuds fqshiom) | yaSucced: kids fashion | spellerFail: kids fashiom
(kids fashion -> kods fasjiin) | yaSucced: kids fashion | spellerFail: kods fashion
